text,comment_category,final_subjectivity_label,aspect_input,pipeline,roberta_sentiment,roberta_confidence,deberta_base_sentiment,deberta_base_confidence,deberta_base_finetuned_sentiment,deberta_base_finetuned_confidence,deberta_large_sentiment,deberta_large_confidence,deberta_models_agree,final_base_sentiment,final_base_confidence,final_finetuned_sentiment,final_finetuned_confidence,final_large_sentiment,final_large_confidence
"Please reply brother , which one is better vivo x 200fe or Xiaomi 15 ??",overall,Subjective,overall,overall,neutral,0.742,N/A,,N/A,,N/A,,,neutral,0.742,neutral,0.742,neutral,0.742
"which one should I choose, xiaomi 15 or 15 T pro? Which one is best?",overall,Subjective,overall,overall,neutral,0.5991,N/A,,N/A,,N/A,,,neutral,0.5991,neutral,0.5991,neutral,0.5991
Can anyone advice me between oppo find x7 ultra and Xiaomi 15? Which one is best overall?,overall,Subjective,overall,overall,neutral,0.6644,N/A,,N/A,,N/A,,,neutral,0.6644,neutral,0.6644,neutral,0.6644
"Brother what is the theme In your xiaomi 15, Could you say name!? It is good 💯🎉",overall,Subjective,overall,overall,positive,0.9819,N/A,,N/A,,N/A,,,positive,0.9819,positive,0.9819,positive,0.9819
Brother what about battery backup of xiaomi 15 now after update 16.... Now how much hour is the battery backup,overall,Subjective,overall,overall,neutral,0.8671,N/A,,N/A,,N/A,,,neutral,0.8671,neutral,0.8671,neutral,0.8671
​@saadman_1 I would suggest Xiaomi 15 because Xiaomi 14 Ultra got that huge camera bump which can create problem during gaming,overall,Subjective,overall,overall,neutral,0.5531,N/A,,N/A,,N/A,,,neutral,0.5531,neutral,0.5531,neutral,0.5531
"Go for xiaomi 15, I am using it and I love it. Was using S22 ultra before switching to xiaomi 15 ​@bigsmoke4568",overall,Subjective,overall,overall,positive,0.9731,N/A,,N/A,,N/A,,,positive,0.9731,positive,0.9731,positive,0.9731
"Hey, how you got this glass effect on doc and on recent apps screen, also icons looks different. I also have xiaomi 15 running on 3.0.3.0 but I don't have these options",overall,Subjective,overall,overall,neutral,0.5174,N/A,,N/A,,N/A,,,neutral,0.5174,neutral,0.5174,neutral,0.5174
Are you freaking serious bro xiaomi 15 does not have the bypass charging the IQ 13 have the feature of bypass charging and again in the system origin os6 have give the bypass charging with batter implementation,overall,Subjective,overall,overall,negative,0.7441,N/A,,N/A,,N/A,,,negative,0.7441,negative,0.7441,negative,0.7441
"I have the xiaomi 14 as my daily too. Its wonderful: the speed, the screen, the battery (!) but unfortunately i feel as well thay there are too many small bugs in the hyperOS compared to google pixel or samsung phones that i have used recently. If they fix them it will be perfect",overall,Subjective,overall,overall,positive,0.8146,N/A,,N/A,,N/A,,,positive,0.8146,positive,0.8146,positive,0.8146
I'm considering between the Xiaomi 15 and OnePlus 13. Do you guys have any regrets with your Xiaomi 15s? Anything to take note of? I'm already used to HyperOs coming from a Xiaomi 12t,overall,Subjective,overall,overall,neutral,0.786,N/A,,N/A,,N/A,,,neutral,0.786,neutral,0.786,neutral,0.786
Prices in EU: Xiaomi 15 256GB is 1000€ and S25 256GB is 750€. Massive difference. Also Xiaomi 15 is much larger and heavier so not truly a compact phone. S25 is a compact phone (just barely).,overall,Subjective,overall,overall,neutral,0.6421,N/A,,N/A,,N/A,,,neutral,0.6421,neutral,0.6421,neutral,0.6421
"Where to spend my £££ OnePlus 13, Pixel 9 Pro or this Xiaomi - Which os best camera and UI?",overall,Subjective,overall,overall,neutral,0.5759,N/A,,N/A,,N/A,,,neutral,0.5759,neutral,0.5759,neutral,0.5759
"@SyedRASHIDAli1998 basically, camera processing and software is abit better on samsung, but hardware wise and for other general purpose are xiaomi's wins",overall,Subjective,overall,overall,neutral,0.4869,N/A,,N/A,,N/A,,,neutral,0.4869,neutral,0.4869,neutral,0.4869
"​@hashirama-z3ryes xiaomi phones security really bad, while other phones have more security than this, and as u said samsung knox protection is another level",overall,Subjective,overall,overall,negative,0.893,N/A,,N/A,,N/A,,,negative,0.893,negative,0.893,negative,0.893
"Shifting from xiaomi to oneplus is the worst dicision I have ever made. Oneplus sucks compared to xiaomi, it doesn't matter about the specs they provide and also from performance to display, xiaomi nailed it",overall,Subjective,overall,overall,negative,0.8917,N/A,,N/A,,N/A,,,negative,0.8917,negative,0.8917,negative,0.8917
Am using iphone 14 plus And im exactly confused between the two For me xiaomi is the way to go since it has 5240 battery and dc dimming iPhone and Samsung really giving me eye strains Iphone uses only 480hz pwm dimming While samsung even lesser Samsung absolutely not good for eye health,overall,Subjective,overall,overall,negative,0.5245,N/A,,N/A,,N/A,,,negative,0.5245,negative,0.5245,negative,0.5245
Is camera in Xiaomi so so for this price? In iPhone 16 camera is better? Who tested?,overall,Subjective,overall,overall,neutral,0.6867,N/A,,N/A,,N/A,,,neutral,0.6867,neutral,0.6867,neutral,0.6867
"​@sights2397man what are the chances, I still have my Xiaomi Mi A1 as well as the Mi 9 Lite, now using Xiaomi 15",overall,Subjective,overall,overall,neutral,0.8404,N/A,,N/A,,N/A,,,neutral,0.8404,neutral,0.8404,neutral,0.8404
is it safe to use chinese brand phones? I'm living in South Korea and people here don't use chinese phones cause few years ago many people got their data or privacy data leaked by Huawei. Since then haven't seen anyone using chinese phones. But this Xiaomi 15 or Oneplus 13 seems like bargain to me. Any advice here?,overall,Subjective,overall,overall,negative,0.5785,N/A,,N/A,,N/A,,,negative,0.5785,negative,0.5785,negative,0.5785
Switched from a Samsung s22 ultra to the Xiaomi 14. Don't regret it one bit. It's a perfect phone.,overall,Subjective,overall,overall,positive,0.9718,N/A,,N/A,,N/A,,,positive,0.9718,positive,0.9718,positive,0.9718
"""I don't care about battery conservation"" and you SHOULDN'T, man! You ARE doing it right. There are countless myths surrounding the exaggerated lack of durability Li-ion batteries have but the truth is neither fast charging nor reckless usage patterns harm our batteries THAT much. It's best to use your phone the way you want than to waste mental energy trying to ""conserve"" battery health. Good video!",overall,Subjective,overall,overall,negative,0.4685,N/A,,N/A,,N/A,,,negative,0.4685,negative,0.4685,negative,0.4685
"I think Xiaomi is doing great work. If I weren't a gaming fan, the phone I'd definitely buy instead of the Red Magic 11 Pro Plus would be the Xiaomi 17 Pro Max. I think they've created the best design in the world. Xiaomi is constantly improving every year. This is what true innovation is all about.",overall,Subjective,overall,overall,positive,0.9381,N/A,,N/A,,N/A,,,positive,0.9381,positive,0.9381,positive,0.9381
Is Xiaomi 15 is better than S25?,overall,Subjective,overall,overall,neutral,0.6867,N/A,,N/A,,N/A,,,neutral,0.6867,neutral,0.6867,neutral,0.6867
​@theshadowmaster2866 Software is always bad on Xiaomi. The main problem of Xiaomi is buggy software and even if you report them they are not going to fix them. HyperOS is not smooth.,overall,Subjective,overall,overall,negative,0.9402,N/A,,N/A,,N/A,,,negative,0.9402,negative,0.9402,negative,0.9402
is xiaomi 15 still better than 15t??,overall,Subjective,overall,overall,neutral,0.7373,N/A,,N/A,,N/A,,,neutral,0.7373,neutral,0.7373,neutral,0.7373
"For anyone considering Xiaomi 15 ultra, here's the thing. The images look very natural. It will take adjusting to because they don't overprocess the colors like a typical smartphone camera. The detail is amazing but at the same time, it feels like taken from a mirrorless camera. Leica color science is just phenomenal. But, it will take time getting used to if you are used to the sharp, processed smartphone look.",overall,Subjective,overall,overall,positive,0.9249,N/A,,N/A,,N/A,,,positive,0.9249,positive,0.9249,positive,0.9249
"That depends—do you consider 24fps and Log in the native app essential? What about 8K Log? If so, the S25 Ultra is the only one of the two that offers both 24fps and Log in 8K. However, it still has significant issues—locking white balance breaks the Log pipeline in the Samsung Camera app. I go over some of these problems in my video: https://youtu.be/Ms1RkPjF4SE If you’re comfortable using MotionCam Pro to capture in ProRes or RAW, I’d say the Xiaomi 15 Ultra is the better device. That said, I need to do more testing before making a definitive statement. I’ll also be keeping a close eye on future software updates to see if any of these issues get resolved.",overall,Subjective,overall,overall,neutral,0.7542,N/A,,N/A,,N/A,,,neutral,0.7542,neutral,0.7542,neutral,0.7542
Which is best in camera ??? Xiaomi 15 ultra or 200 pro vivo. Please answer,overall,Subjective,overall,overall,neutral,0.5714,N/A,,N/A,,N/A,,,neutral,0.5714,neutral,0.5714,neutral,0.5714
"📌 TL;DR The Xiaomi 15 Ultra is positioned as a top contender in smartphone photography, particularly with its advanced camera system and improved performance metrics.",overall,Subjective,overall,overall,positive,0.9385,N/A,,N/A,,N/A,,,positive,0.9385,positive,0.9385,positive,0.9385
Why my Xiaomi 15 ultra getting overheat even after 15 days i submitted it service center and they told me it has subborad issues they change but after got my phone back its overheat more than before . At charge it got 40 degree temperature and take tome to cool almost 7 minutes.really very pathetic night mare for me this device,overall,Subjective,overall,overall,negative,0.8919,N/A,,N/A,,N/A,,,negative,0.8919,negative,0.8919,negative,0.8919
"Smaller file sizes and the ability to apply your log curve of choice (S-Log 3, Apple Log etc.). You can even burn in LUTs - but I have to say it is much less reliable than RAW recording. For example on my S25 Ultra and Xiaomi 15 Ultra, frames are dropped after 15 seconds in open gate. RAW doesn't have this issue. At 3840x2160 it is slightly more performant, but still only for short record times and I've seen audio sync issues too.",overall,Subjective,overall,overall,neutral,0.5396,N/A,,N/A,,N/A,,,neutral,0.5396,neutral,0.5396,neutral,0.5396
Watching this on my Xiaomi 15 ultra and so far I'm in love with this Device,overall,Subjective,overall,overall,positive,0.9799,N/A,,N/A,,N/A,,,positive,0.9799,positive,0.9799,positive,0.9799
"In your opinion, which phone left a better impression - Honor Magic 7 Pro or Xiaomi 15 Ultra?",overall,Subjective,overall,overall,positive,0.6249,N/A,,N/A,,N/A,,,positive,0.6249,positive,0.6249,positive,0.6249
"@wizzgamerI agree but I also reckon the Xiaomi 15 Ultra is second to best, I reckon it takes out Samsung and Google for sure",overall,Subjective,overall,overall,positive,0.9071,N/A,,N/A,,N/A,,,positive,0.9071,positive,0.9071,positive,0.9071
Which phone left a better impression on you - Honor Magic 7 Pro or Xiaomi 15 Ultra?,overall,Subjective,overall,overall,positive,0.7395,N/A,,N/A,,N/A,,,positive,0.7395,positive,0.7395,positive,0.7395
My s23 ultra is better than my Xiaomi 15 ultra so I'd say the 25 will destroy this,overall,Subjective,overall,overall,positive,0.7035,N/A,,N/A,,N/A,,,positive,0.7035,positive,0.7035,positive,0.7035
Before it lunch in Malaysia i have think to buy xiaomi 15 ultra but at last i choose to to Honor magic 7pro. ! because the price is more cheaper and Honor software is more stable than xiaomi 7:23 I h,overall,Subjective,overall,overall,positive,0.8113,N/A,,N/A,,N/A,,,positive,0.8113,positive,0.8113,positive,0.8113
"I will wait for comparison with iPhone but i'm already seeing things coming ""Xiaomi 15 Ultra is inconsistent. iPhone is better..."" Comparisons have to be fair. iOS has been inconsistent the last few years and the experience is not that good for many people too. Lens Flare are still here.",overall,Subjective,overall,overall,negative,0.6628,N/A,,N/A,,N/A,,,negative,0.6628,negative,0.6628,negative,0.6628
"I've had the phone since it came out, and I've had zero heating issues in any scenario. It's as hot as any other top-of-the-range phone from any brand, or even less so. And I use it all day, taking photos and playing demanding games. The battery lasts more than enough for a demanding day. It may not be the best, but it lasts plenty. I don't understand your obsession with this model; it's not at all objective on your part. You can't forgive Xiaomi for removing the variable aperture, and it's clear you're only focusing on that and not on the phone's benefits.",overall,Subjective,overall,overall,positive,0.763,N/A,,N/A,,N/A,,,positive,0.763,positive,0.763,positive,0.763
